Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
203,1770733723971,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.14086151123047,67.53541564941406,72.56474304199219,72.65296173095703,74.27474975585938,73.68798828125,68.54959869384766,70.13395690917969,69.6368408203125,69.84367370605469,38.095237731933594,31.57894515991211,80,75,80,73.68421173095703,61.904762268066406,52.38095474243164,42.85714340209961,28.571430206298828,23.419435501098633,17179869184,12884901888,13743489024,11806638080
203,1770733724174,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.04752349853516,67.44097900390625,72.82064056396484,72.53816986083984,73.91130065917969,73.16960906982422,68.24430847167969,70.11605072021484,69.45796203613281,69.35249328613281,45,42.85714340209961,85.71428680419922,90.47618865966797,80.95238494873047,85,85,73.68421173095703,55,57.894737243652344,23.419435501098633,17179869184,12884901888,13737033728,11806638080
202,1770733724378,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.04752349853516,67.44097900390625,72.82064056396484,72.53816986083984,73.91130065917969,73.16960906982422,68.24430847167969,70.11605072021484,69.45796203613281,69.35249328613281,25,20,80,80,73.68421173095703,71.42857360839844,61.904762268066406,55,42.105262756347656,25,23.419435501098633,17179869184,12884901888,13756645376,11806638080
204,1770733724581,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.04752349853516,67.44097900390625,72.82064056396484,72.53816986083984,73.91130065917969,73.16960906982422,68.24430847167969,70.11605072021484,69.45796203613281,69.35249328613281,30.000001907348633,30.000001907348633,78.94737243652344,70,68.42105102539063,68.42105102539063,52.6315803527832,40,28.571430206298828,20,25.866147994995117,17179869184,12884901888,13759430656,11806638080
201,1770733724786,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.04752349853516,67.44097900390625,72.82064056396484,72.53816986083984,73.91130065917969,73.16960906982422,68.24430847167969,70.11605072021484,69.45796203613281,69.35249328613281,19.047618865966797,23.809524536132813,76.19047546386719,75,75,65,55,42.85714340209961,25,5,25.866147994995117,17179869184,12884901888,13761331200,11806638080
201,1770733724987,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.04752349853516,67.44097900390625,72.82064056396484,72.53816986083984,73.91130065917969,73.16960906982422,68.24430847167969,70.11605072021484,69.45796203613281,69.35249328613281,20,25,73.68421173095703,73.68421173095703,70,68.42105102539063,50,42.105262756347656,35,10,25.866147994995117,17179869184,12884901888,13762363392,11806638080
201,1770733725189,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.27462768554688,67.89698028564453,72.8915023803711,72.85395050048828,73.95066833496094,73.6006088256836,68.77567291259766,70.4794692993164,69.64730072021484,69.69237518310547,5.263157844543457,5,78.94737243652344,75,70,65,42.105262756347656,36.842105865478516,35,9.523809432983398,25.866147994995117,17179869184,12884901888,13759905792,11806638080
202,1770733725390,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.27462768554688,67.89698028564453,72.8915023803711,72.85395050048828,73.95066833496094,73.6006088256836,68.77567291259766,70.4794692993164,69.64730072021484,69.69237518310547,23.809524536132813,21.052631378173828,76.19047546386719,73.68421173095703,68.42105102539063,65,55,52.38095474243164,26.3157901763916,5.263157844543457,25.866147994995117,17179869184,12884901888,13713670144,11806638080
200,1770733725593,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.27462768554688,67.89698028564453,72.8915023803711,72.85395050048828,73.95066833496094,73.6006088256836,68.77567291259766,70.4794692993164,69.64730072021484,69.69237518310547,63.15789031982422,66.66667175292969,73.68421173095703,76.19047546386719,75,68.42105102539063,50,40,25,10,27.146337509155273,17179869184,12884901888,13687930880,11806638080
202,1770733725794,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.27462768554688,67.89698028564453,72.8915023803711,72.85395050048828,73.95066833496094,73.6006088256836,68.77567291259766,70.4794692993164,69.64730072021484,69.69237518310547,25,30.000001907348633,80.95238494873047,77.77777862548828,70,70,57.894737243652344,40,35,14.285715103149414,27.146337509155273,17179869184,12884901888,13710901248,11806638080
204,1770733725997,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.27462768554688,67.89698028564453,72.8915023803711,72.85395050048828,73.95066833496094,73.6006088256836,68.77567291259766,70.4794692993164,69.64730072021484,69.69237518310547,15.000000953674316,15.000000953674316,78.94737243652344,76.19047546386719,78.94737243652344,75,60.000003814697266,50,30.000001907348633,10.526315689086914,27.146337509155273,17179869184,12884901888,13710901248,11806638080
204,1770733726201,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.92012786865234,67.36959838867188,72.6112060546875,72.38406372070313,73.41656494140625,72.83478546142578,67.83924865722656,69.75921630859375,68.93490600585938,68.54344940185547,14.285715103149414,10,75,75,70,68.42105102539063,61.904762268066406,35,30.000001907348633,14.285715103149414,27.146337509155273,17179869184,12884901888,13710901248,11806638080
200,1770733726406,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.92012786865234,67.36959838867188,72.6112060546875,72.38406372070313,73.41656494140625,72.83478546142578,67.83924865722656,69.75921630859375,68.93490600585938,68.54344940185547,50,38.095237731933594,75,73.68421173095703,70,66.66667175292969,55,40,30.000001907348633,5,27.146337509155273,17179869184,12884901888,13710901248,11806638080
204,1770733726607,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.92012786865234,67.36959838867188,72.6112060546875,72.38406372070313,73.41656494140625,72.83478546142578,67.83924865722656,69.75921630859375,68.93490600585938,68.54344940185547,60.000003814697266,63.15789031982422,78.94737243652344,75,70,65,50,42.105262756347656,30.000001907348633,0,23.62684440612793,17179869184,12884901888,13725220864,11806638080
201,1770733726812,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.92012786865234,67.36959838867188,72.6112060546875,72.38406372070313,73.41656494140625,72.83478546142578,67.83924865722656,69.75921630859375,68.93490600585938,68.54344940185547,20,19.047618865966797,75,70,70,68.42105102539063,52.6315803527832,42.85714340209961,28.571430206298828,5.263157844543457,23.62684440612793,17179869184,12884901888,13727858688,11806638080
202,1770733727013,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.92012786865234,67.36959838867188,72.6112060546875,72.38406372070313,73.41656494140625,72.83478546142578,67.83924865722656,69.75921630859375,68.93490600585938,68.54344940185547,9.523809432983398,10,75,75,70,65,61.904762268066406,40,25,9.523809432983398,23.62684440612793,17179869184,12884901888,13696270336,11806638080
200,1770733727216,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.5823745727539,66.930908203125,72.29107666015625,72.04631042480469,73.25332641601563,72.21370697021484,67.4982681274414,69.41334533691406,68.50686645507813,68.2506103515625,10,10,78.94737243652344,73.68421173095703,73.68421173095703,65,52.6315803527832,42.105262756347656,26.3157901763916,10,23.62684440612793,17179869184,12884901888,13696270336,11806638080
202,1770733727417,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.5823745727539,66.930908203125,72.29107666015625,72.04631042480469,73.25332641601563,72.21370697021484,67.4982681274414,69.41334533691406,68.50686645507813,68.2506103515625,26.3157901763916,30.000001907348633,75,75,71.42857360839844,68.42105102539063,57.894737243652344,45,38.095237731933594,14.285715103149414,23.62684440612793,17179869184,12884901888,13696270336,11806638080
204,1770733727620,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.5823745727539,66.930908203125,72.29107666015625,72.04631042480469,73.25332641601563,72.21370697021484,67.4982681274414,69.41334533691406,68.50686645507813,68.2506103515625,10,10,80,70,72.22222137451172,70,52.38095474243164,45,15.789472579956055,10,24.22679328918457,17179869184,12884901888,13738278912,11806638080
201,1770733727825,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.5823745727539,66.930908203125,72.29107666015625,72.04631042480469,73.25332641601563,72.21370697021484,67.4982681274414,69.41334533691406,68.50686645507813,68.2506103515625,10,5,75,75,70,65,57.894737243652344,45,25,5.263157844543457,24.22679328918457,17179869184,12884901888,13753221120,11806638080
204,1770733728026,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.5823745727539,66.930908203125,72.29107666015625,72.04631042480469,73.25332641601563,72.21370697021484,67.4982681274414,69.41334533691406,68.50686645507813,68.2506103515625,20,20,85,85.71428680419922,80.95238494873047,84.21052551269531,80,70,61.904762268066406,60.000003814697266,24.22679328918457,17179869184,12884901888,13688504320,11806638080
204,1770733728231,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.65331268310547,67.36946868896484,72.39939880371094,72.02593231201172,73.44620513916016,72.66554260253906,68.00260925292969,69.79306030273438,69.26238250732422,69.10470581054688,35,35,78.94737243652344,73.68421173095703,70,65,52.38095474243164,42.85714340209961,25,10,24.22679328918457,17179869184,12884901888,13687390208,11806638080
201,1770733728435,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.65331268310547,67.36946868896484,72.39939880371094,72.02593231201172,73.44620513916016,72.66554260253906,68.00260925292969,69.79306030273438,69.26238250732422,69.10470581054688,72.7272720336914,61.904762268066406,76.19047546386719,73.68421173095703,73.68421173095703,70,55,40,30.000001907348633,19.047618865966797,24.22679328918457,17179869184,12884901888,13678673920,11806638080
200,1770733728636,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.65331268310547,67.36946868896484,72.39939880371094,72.02593231201172,73.44620513916016,72.66554260253906,68.00260925292969,69.79306030273438,69.26238250732422,69.10470581054688,31.57894515991211,30.000001907348633,78.94737243652344,71.42857360839844,71.42857360839844,65,57.894737243652344,36.842105865478516,20,10,23.563514709472656,17179869184,12884901888,13667794944,11806638080
204,1770733728836,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.65331268310547,67.36946868896484,72.39939880371094,72.02593231201172,73.44620513916016,72.66554260253906,68.00260925292969,69.79306030273438,69.26238250732422,69.10470581054688,10,5.263157844543457,75,78.94737243652344,73.68421173095703,70,50,45,31.57894515991211,15.000000953674316,23.563514709472656,17179869184,12884901888,13649625088,11806638080
200,1770733729041,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.65331268310547,67.36946868896484,72.39939880371094,72.02593231201172,73.44620513916016,72.66554260253906,68.00260925292969,69.79306030273438,69.26238250732422,69.10470581054688,5,14.285715103149414,75,70,70,70,55,35,28.571430206298828,0,23.563514709472656,17179869184,12884901888,13649330176,11806638080
203,1770733729242,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.80198669433594,67.26358795166016,72.32489013671875,72.19305419921875,73.45429229736328,72.6013412475586,67.67060852050781,69.08409118652344,68.70230102539063,68.4781494140625,9.523809432983398,5,80,73.68421173095703,70,63.15789031982422,50,42.105262756347656,30.000001907348633,5,23.563514709472656,17179869184,12884901888,13649805312,11806638080
203,1770733729445,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.80198669433594,67.26358795166016,72.32489013671875,72.19305419921875,73.45429229736328,72.6013412475586,67.67060852050781,69.08409118652344,68.70230102539063,68.4781494140625,36.842105865478516,31.57894515991211,80,80,75,73.68421173095703,55,47.619049072265625,21.052631378173828,23.809524536132813,23.563514709472656,17179869184,12884901888,13685473280,11806638080
204,1770733729649,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.80198669433594,67.26358795166016,72.32489013671875,72.19305419921875,73.45429229736328,72.6013412475586,67.67060852050781,69.08409118652344,68.70230102539063,68.4781494140625,15.000000953674316,19.047618865966797,75,70,73.68421173095703,65,55,36.842105865478516,28.571430206298828,10,24.79558753967285,17179869184,12884901888,13686767616,11806638080
204,1770733729854,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.80198669433594,67.26358795166016,72.32489013671875,72.19305419921875,73.45429229736328,72.6013412475586,67.67060852050781,69.08409118652344,68.70230102539063,68.4781494140625,15.000000953674316,10,75,75,70,70,60.000003814697266,40,35,10.526315689086914,24.79558753967285,17179869184,12884901888,13688143872,11806638080
204,1770733730059,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86105346679688,67.20698547363281,72.23436737060547,72.28912353515625,73.20623016357422,72.50601196289063,67.79438781738281,69.07864379882813,68.61005401611328,68.6795883178711,30.000001907348633,30.000001907348633,80,70,68.42105102539063,65,63.15789031982422,47.619049072265625,25,19.047618865966797,24.79558753967285,17179869184,12884901888,13685080064,11806638080
203,1770733730264,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86105346679688,67.20698547363281,72.23436737060547,72.28912353515625,73.20623016357422,72.50601196289063,67.79438781738281,69.07864379882813,68.61005401611328,68.6795883178711,27.272727966308594,27.272727966308594,78.94737243652344,76.19047546386719,71.42857360839844,65,57.142860412597656,38.095237731933594,30.000001907348633,10,24.79558753967285,17179869184,12884901888,13687717888,11806638080
204,1770733730467,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86105346679688,67.20698547363281,72.23436737060547,72.28912353515625,73.20623016357422,72.50601196289063,67.79438781738281,69.07864379882813,68.61005401611328,68.6795883178711,52.6315803527832,52.6315803527832,76.19047546386719,77.77777862548828,73.68421173095703,70,60.000003814697266,47.36842346191406,36.842105865478516,20,24.79558753967285,17179869184,12884901888,13713391616,11806638080
204,1770733730672,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86105346679688,67.20698547363281,72.23436737060547,72.28912353515625,73.20623016357422,72.50601196289063,67.79438781738281,69.07864379882813,68.61005401611328,68.6795883178711,65,66.66667175292969,78.94737243652344,76.19047546386719,71.42857360839844,68.42105102539063,55,45,23.809524536132813,14.285715103149414,23.6593017578125,17179869184,12884901888,13685506048,11806638080
202,1770733730876,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86105346679688,67.20698547363281,72.23436737060547,72.28912353515625,73.20623016357422,72.50601196289063,67.79438781738281,69.07864379882813,68.61005401611328,68.6795883178711,19.047618865966797,10,76.19047546386719,75,70,66.66667175292969,60.000003814697266,45,23.809524536132813,5,23.6593017578125,17179869184,12884901888,13682425856,11806638080
200,1770733731079,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.74459075927734,67.2747802734375,72.45169067382813,72.52682495117188,73.3471908569336,72.40104675292969,67.81004333496094,69.12931823730469,68.2642593383789,68.4933853149414,19.047618865966797,15.000000953674316,78.94737243652344,75,75,65,60.000003814697266,40,25,10,23.6593017578125,17179869184,12884901888,13706280960,11806638080
203,1770733731280,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.74459075927734,67.2747802734375,72.45169067382813,72.52682495117188,73.3471908569336,72.40104675292969,67.81004333496094,69.12931823730469,68.2642593383789,68.4933853149414,15.789472579956055,20,75,73.68421173095703,70,66.66667175292969,57.894737243652344,35,26.3157901763916,5,23.6593017578125,17179869184,12884901888,13706280960,11806638080
203,1770733731483,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.74459075927734,67.2747802734375,72.45169067382813,72.52682495117188,73.3471908569336,72.40104675292969,67.81004333496094,69.12931823730469,68.2642593383789,68.4933853149414,40,35,80,85,78.94737243652344,76.19047546386719,66.66667175292969,63.15789031982422,36.842105865478516,31.57894515991211,23.6593017578125,17179869184,12884901888,13706280960,11806638080
203,1770733731686,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.74459075927734,67.2747802734375,72.45169067382813,72.52682495117188,73.3471908569336,72.40104675292969,67.81004333496094,69.12931823730469,68.2642593383789,68.4933853149414,55,60.000003814697266,85,80,84.21052551269531,78.94737243652344,73.68421173095703,65,57.142860412597656,40,24.396690368652344,17179869184,12884901888,13723598848,11806638080
204,1770733731889,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.74459075927734,67.2747802734375,72.45169067382813,72.52682495117188,73.3471908569336,72.40104675292969,67.81004333496094,69.12931823730469,68.2642593383789,68.4933853149414,30.000001907348633,25,80,75,71.42857360839844,70,50,35,31.57894515991211,15.000000953674316,24.396690368652344,17179869184,12884901888,13724663808,11806638080
200,1770733732094,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86042785644531,67.6224594116211,72.64466094970703,72.96588134765625,73.8988265991211,73.16493225097656,68.35084533691406,69.78803253173828,69.59283447265625,69.61559295654297,20,25,75,75,73.68421173095703,65,55,42.85714340209961,33.333335876464844,9.523809432983398,24.396690368652344,17179869184,12884901888,13724663808,11806638080
200,1770733732295,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86042785644531,67.6224594116211,72.64466094970703,72.96588134765625,73.8988265991211,73.16493225097656,68.35084533691406,69.78803253173828,69.59283447265625,69.61559295654297,23.809524536132813,23.809524536132813,78.94737243652344,73.68421173095703,70,70,57.142860412597656,47.36842346191406,20,15.789472579956055,24.396690368652344,17179869184,12884901888,13724663808,11806638080
203,1770733732496,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86042785644531,67.6224594116211,72.64466094970703,72.96588134765625,73.8988265991211,73.16493225097656,68.35084533691406,69.78803253173828,69.59283447265625,69.61559295654297,60.000003814697266,63.15789031982422,90,90.47618865966797,89.47368621826172,90,84.21052551269531,75,70,60.000003814697266,24.396690368652344,17179869184,12884901888,13724663808,11806638080
200,1770733732699,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86042785644531,67.6224594116211,72.64466094970703,72.96588134765625,73.8988265991211,73.16493225097656,68.35084533691406,69.78803253173828,69.59283447265625,69.61559295654297,47.36842346191406,45,80,75,75,75,65,50,45,30.000001907348633,24.888681411743164,17179869184,12884901888,13734232064,11806638080
202,1770733732900,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.86042785644531,67.6224594116211,72.64466094970703,72.96588134765625,73.8988265991211,73.16493225097656,68.35084533691406,69.78803253173828,69.59283447265625,69.61559295654297,30.000001907348633,28.571430206298828,77.77777862548828,73.68421173095703,70,68.42105102539063,52.6315803527832,50,35,20,24.888681411743164,17179869184,12884901888,13732741120,11806638080
201,1770733733103,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.30680847167969,68.03839874267578,72.79545593261719,73.08282470703125,74.15885925292969,73.67854309082031,68.73705291748047,70.18344116210938,70.01737976074219,70.48526000976563,38.095237731933594,42.105262756347656,72.7272720336914,75,71.42857360839844,65,52.38095474243164,45,25,23.809524536132813,24.888681411743164,17179869184,12884901888,13730529280,11806638080
203,1770733733305,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.30680847167969,68.03839874267578,72.79545593261719,73.08282470703125,74.15885925292969,73.67854309082031,68.73705291748047,70.18344116210938,70.01737976074219,70.48526000976563,31.57894515991211,33.333335876464844,77.77777862548828,73.68421173095703,73.68421173095703,68.42105102539063,60.000003814697266,47.619049072265625,40,10.526315689086914,24.888681411743164,17179869184,12884901888,13730529280,11806638080
204,1770733733509,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.30680847167969,68.03839874267578,72.79545593261719,73.08282470703125,74.15885925292969,73.67854309082031,68.73705291748047,70.18344116210938,70.01737976074219,70.48526000976563,35,35,76.19047546386719,75,70,65,47.36842346191406,45,25,15.000000953674316,24.888681411743164,17179869184,12884901888,13730529280,11806638080
203,1770733733714,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.30680847167969,68.03839874267578,72.79545593261719,73.08282470703125,74.15885925292969,73.67854309082031,68.73705291748047,70.18344116210938,70.01737976074219,70.48526000976563,38.095237731933594,31.57894515991211,75,71.42857360839844,68.42105102539063,66.66667175292969,52.38095474243164,31.57894515991211,30.000001907348633,9.523809432983398,26.982494354248047,17179869184,12884901888,13738704896,11806638080
200,1770733733918,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.30680847167969,68.03839874267578,72.79545593261719,73.08282470703125,74.15885925292969,73.67854309082031,68.73705291748047,70.18344116210938,70.01737976074219,70.48526000976563,90,85.71428680419922,80,78.94737243652344,75,78.94737243652344,57.894737243652344,50,36.842105865478516,30.000001907348633,26.982494354248047,17179869184,12884901888,13745225728,11806638080
202,1770733734119,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.82251739501953,67.20314025878906,72.3160629272461,72.67040252685547,73.71381378173828,73.22509002685547,68.21055603027344,69.38397216796875,69.077392578125,69.21053314208984,75,76.19047546386719,73.68421173095703,84.21052551269531,80,75,65,55,42.85714340209961,15.789472579956055,26.982494354248047,17179869184,12884901888,13748043776,11806638080
202,1770733734321,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.82251739501953,67.20314025878906,72.3160629272461,72.67040252685547,73.71381378173828,73.22509002685547,68.21055603027344,69.38397216796875,69.077392578125,69.21053314208984,76.19047546386719,63.15789031982422,80,80,80,75,65,55,42.105262756347656,25,26.982494354248047,17179869184,12884901888,13760004096,11806638080
204,1770733734525,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.82251739501953,67.20314025878906,72.3160629272461,72.67040252685547,73.71381378173828,73.22509002685547,68.21055603027344,69.38397216796875,69.077392578125,69.21053314208984,65,76.19047546386719,80,80.95238494873047,80,75,71.42857360839844,50,42.85714340209961,25,25.033658981323242,17179869184,12884901888,13748682752,11806638080
201,1770733734730,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.82251739501953,67.20314025878906,72.3160629272461,72.67040252685547,73.71381378173828,73.22509002685547,68.21055603027344,69.38397216796875,69.077392578125,69.21053314208984,75,70,80,75,80,75,63.15789031982422,60.000003814697266,52.6315803527832,25,25.033658981323242,17179869184,12884901888,13742587904,11806638080
202,1770733734931,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.82251739501953,67.20314025878906,72.3160629272461,72.67040252685547,73.71381378173828,73.22509002685547,68.21055603027344,69.38397216796875,69.077392578125,69.21053314208984,65,65,75,73.68421173095703,70,68.42105102539063,60.000003814697266,45,30.000001907348633,5.263157844543457,25.033658981323242,17179869184,12884901888,13740949504,11806638080
200,1770733735133,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.73424530029297,68.22067260742188,72.90943145751953,73.49357604980469,74.9552001953125,74.36255645751953,69.11569213867188,70.41122436523438,70.37474822998047,70.23546600341797,55,70,78.94737243652344,75,73.68421173095703,68.42105102539063,55,40,23.809524536132813,14.285715103149414,25.033658981323242,17179869184,12884901888,13729447936,11806638080
204,1770733735334,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.73424530029297,68.22067260742188,72.90943145751953,73.49357604980469,74.9552001953125,74.36255645751953,69.11569213867188,70.41122436523438,70.37474822998047,70.23546600341797,75,60.000003814697266,80,80,80,75,65,44.4444465637207,40,20,25.033658981323242,17179869184,12884901888,13729447936,11806638080
202,1770733735539,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.73424530029297,68.22067260742188,72.90943145751953,73.49357604980469,74.9552001953125,74.36255645751953,69.11569213867188,70.41122436523438,70.37474822998047,70.23546600341797,85.71428680419922,90.47618865966797,80,78.94737243652344,75,65,55,52.38095474243164,26.3157901763916,20,26.974519729614258,17179869184,12884901888,13729447936,11806638080
204,1770733735742,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.73424530029297,68.22067260742188,72.90943145751953,73.49357604980469,74.9552001953125,74.36255645751953,69.11569213867188,70.41122436523438,70.37474822998047,70.23546600341797,65,60.000003814697266,80,80.95238494873047,75,75,63.15789031982422,47.619049072265625,30.000001907348633,20,26.974519729614258,17179869184,12884901888,13694910464,11806638080
203,1770733735947,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.73424530029297,68.22067260742188,72.90943145751953,73.49357604980469,74.9552001953125,74.36255645751953,69.11569213867188,70.41122436523438,70.37474822998047,70.23546600341797,19.047618865966797,15.000000953674316,70,75,70,65,57.142860412597656,35,28.571430206298828,5,26.974519729614258,17179869184,12884901888,13702987776,11806638080
204,1770733736150,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.44083404541016,67.38442993164063,72.89464569091797,73.2996826171875,74.1655502319336,73.67678833007813,68.01087188720703,69.61076354980469,69.23306274414063,69.39405822753906,5.263157844543457,9.523809432983398,78.94737243652344,70,70,68.42105102539063,47.36842346191406,45,35,9.523809432983398,26.974519729614258,17179869184,12884901888,13703544832,11806638080
202,1770733736355,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.44083404541016,67.38442993164063,72.89464569091797,73.2996826171875,74.1655502319336,73.67678833007813,68.01087188720703,69.61076354980469,69.23306274414063,69.39405822753906,19.047618865966797,20,75,78.94737243652344,73.68421173095703,70,65,45,30.000001907348633,20,26.974519729614258,17179869184,12884901888,13705789440,11806638080
201,1770733736558,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.44083404541016,67.38442993164063,72.89464569091797,73.2996826171875,74.1655502319336,73.67678833007813,68.01087188720703,69.61076354980469,69.23306274414063,69.39405822753906,50,55,80,75,70,66.66667175292969,55,36.842105865478516,20,5.263157844543457,26.16716194152832,17179869184,12884901888,13712883712,11806638080
203,1770733736759,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.44083404541016,67.38442993164063,72.89464569091797,73.2996826171875,74.1655502319336,73.67678833007813,68.01087188720703,69.61076354980469,69.23306274414063,69.39405822753906,26.3157901763916,40,76.19047546386719,75,76.19047546386719,72.22222137451172,52.38095474243164,45,30.000001907348633,10,26.16716194152832,17179869184,12884901888,13754613760,11806638080
204,1770733736963,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.44083404541016,67.38442993164063,72.89464569091797,73.2996826171875,74.1655502319336,73.67678833007813,68.01087188720703,69.61076354980469,69.23306274414063,69.39405822753906,9.523809432983398,10,78.94737243652344,75,68.42105102539063,65,50,40,25,14.285715103149414,26.16716194152832,17179869184,12884901888,13735903232,11806638080
200,1770733737168,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.85247039794922,67.18963623046875,72.17095184326172,72.68184661865234,73.4455795288086,72.732177734375,67.795654296875,69.33296966552734,68.6451416015625,68.69316864013672,9.523809432983398,5,76.19047546386719,73.68421173095703,70,66.66667175292969,52.38095474243164,38.095237731933594,25,0,26.16716194152832,17179869184,12884901888,13731119104,11806638080
201,1770733737369,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.85247039794922,67.18963623046875,72.17095184326172,72.68184661865234,73.4455795288086,72.732177734375,67.795654296875,69.33296966552734,68.6451416015625,68.69316864013672,5.263157844543457,10,77.77777862548828,75,73.68421173095703,65,55,35,26.3157901763916,9.523809432983398,26.16716194152832,17179869184,12884901888,13732921344,11806638080
204,1770733737570,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.85247039794922,67.18963623046875,72.17095184326172,72.68184661865234,73.4455795288086,72.732177734375,67.795654296875,69.33296966552734,68.6451416015625,68.69316864013672,10,9.523809432983398,75,70,70,68.42105102539063,50,36.842105865478516,33.333335876464844,10.526315689086914,24.465463638305664,17179869184,12884901888,13733855232,11806638080
204,1770733737775,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,72.85247039794922,67.18963623046875,72.17095184326172,72.68184661865234,73.4455795288086,72.732177734375,67.795654296875,69.33296966552734,68.6451416015625,68.69316864013672,28.571430206298828,26.3157901763916,80.95238494873047,85,75,75,63.15789031982422,60.000003814697266,50,38.095237731933594,24.465463638305664,17179869184,12884901888,13750550528,11806638080
