Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
204,1770733651027,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.66099548339844,71.52249145507813,74.85649871826172,75.23796844482422,76.90672302246094,77.16788482666016,72.62193298339844,74.73719787597656,76.44219970703125,77.08760070800781,100,100,100,100,100,100,100,100,100,100,26.689411163330078,17179869184,12884901888,13576273920,11890524160
202,1770733651232,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.7041244506836,71.39253234863281,74.79766845703125,75.54251098632813,76.9771728515625,77.46456146240234,72.82698059082031,74.62307739257813,76.38398742675781,77.43026733398438,100,100,100,100,100,100,100,100,100,100,26.689411163330078,17179869184,12884901888,13578928128,11890524160
203,1770733651435,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.7041244506836,71.39253234863281,74.79766845703125,75.54251098632813,76.9771728515625,77.46456146240234,72.82698059082031,74.62307739257813,76.38398742675781,77.43026733398438,100,100,100,100,100,100,100,100,100,100,26.689411163330078,17179869184,12884901888,13577748480,11890524160
204,1770733651639,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.7041244506836,71.39253234863281,74.79766845703125,75.54251098632813,76.9771728515625,77.46456146240234,72.82698059082031,74.62307739257813,76.38398742675781,77.43026733398438,100,100,100,100,100,100,100,100,100,100,27.34462547302246,17179869184,12884901888,13573439488,11890524160
202,1770733651844,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.7041244506836,71.39253234863281,74.79766845703125,75.54251098632813,76.9771728515625,77.46456146240234,72.82698059082031,74.62307739257813,76.38398742675781,77.43026733398438,100,100,100,100,100,100,100,100,100,100,27.34462547302246,17179869184,12884901888,13572489216,11890524160
204,1770733652047,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.7041244506836,71.39253234863281,75.31858825683594,76.0181884765625,76.9771728515625,77.46456146240234,72.82698059082031,74.62307739257813,76.38398742675781,77.43026733398438,100,100,100,100,100,100,100,100,100,100,27.34462547302246,17179869184,12884901888,13560266752,11890524160
203,1770733652252,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,75.30874633789063,71.54698944091797,75.31858825683594,76.0181884765625,78.11453247070313,78.55233764648438,72.89546203613281,74.74443054199219,76.7625961303711,77.32064056396484,100,100,100,100,100,100,100,100,100,100,27.34462547302246,17179869184,12884901888,13564887040,11890524160
204,1770733652455,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,75.30874633789063,71.54698944091797,75.31858825683594,76.0181884765625,78.11453247070313,78.55233764648438,72.89546203613281,74.74443054199219,76.7625961303711,77.32064056396484,100,100,100,100,100,100,100,100,100,100,27.34462547302246,17179869184,12884901888,13566033920,11890524160
202,1770733652660,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,75.30874633789063,71.54698944091797,75.31858825683594,76.0181884765625,78.11453247070313,78.55233764648438,72.89546203613281,74.74443054199219,76.7625961303711,77.32064056396484,100,100,100,100,100,100,100,100,100,100,26.191570281982422,17179869184,12884901888,13569048576,11890524160
205,1770733652863,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,75.30874633789063,71.54698944091797,75.31858825683594,76.0181884765625,78.11453247070313,78.55233764648438,72.89546203613281,74.74443054199219,76.7625961303711,77.32064056396484,100,100,100,100,100,100,100,100,100,100,26.191570281982422,17179869184,12884901888,13568458752,11890524160
203,1770733653069,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.15624237060547,71.09310913085938,74.19449615478516,74.6126937866211,76.28516387939453,76.58924102783203,72.48342895507813,74.13694763183594,76.42324829101563,76.555419921875,100,100,100,100,100,100,100,100,100,100,26.191570281982422,17179869184,12884901888,13568753664,11890524160
203,1770733653272,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.15624237060547,71.09310913085938,74.19449615478516,74.6126937866211,76.28516387939453,76.58924102783203,72.48342895507813,74.13694763183594,76.42324829101563,76.555419921875,100,100,100,100,100,100,100,100,100,100,26.191570281982422,17179869184,12884901888,13577928704,11890524160
202,1770733653476,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.15624237060547,71.09310913085938,74.19449615478516,74.6126937866211,76.28516387939453,76.58924102783203,72.48342895507813,74.13694763183594,76.42324829101563,76.555419921875,100,100,100,100,100,100,100,100,100,100,26.191570281982422,17179869184,12884901888,13576601600,11890524160
203,1770733653679,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.15624237060547,71.09310913085938,74.19449615478516,74.6126937866211,76.28516387939453,76.58924102783203,72.48342895507813,74.13694763183594,76.42324829101563,76.555419921875,100,100,100,100,100,100,100,100,100,100,27.273574829101563,17179869184,12884901888,13587005440,11890524160
202,1770733653883,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.15624237060547,71.09310913085938,74.19449615478516,74.6126937866211,76.28516387939453,76.58924102783203,72.48342895507813,74.13694763183594,76.42324829101563,76.555419921875,100,100,100,100,100,100,100,100,100,100,27.273574829101563,17179869184,12884901888,13556563968,11890524160
203,1770733654086,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.57249450683594,71.32101440429688,74.56900024414063,75.27581024169922,77.45773315429688,77.59577941894531,72.42927551269531,74.40434265136719,76.4041748046875,77.02015686035156,100,100,100,100,100,100,100,100,100,100,27.273574829101563,17179869184,12884901888,13550796800,11890524160
204,1770733654289,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.57249450683594,71.32101440429688,74.56900024414063,75.27581024169922,77.45773315429688,77.59577941894531,72.42927551269531,74.40434265136719,76.4041748046875,77.02015686035156,100,100,100,100,100,100,100,100,100,100,27.273574829101563,17179869184,12884901888,13541736448,11890524160
200,1770733654494,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.57249450683594,71.32101440429688,74.56900024414063,75.27581024169922,77.45773315429688,77.59577941894531,72.42927551269531,74.40434265136719,76.4041748046875,77.02015686035156,100,100,100,100,100,100,100,100,100,100,27.273574829101563,17179869184,12884901888,13541736448,11890524160
204,1770733654694,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.57249450683594,71.32101440429688,74.56900024414063,75.27581024169922,77.45773315429688,77.59577941894531,72.42927551269531,74.40434265136719,76.4041748046875,77.02015686035156,100,100,100,100,100,100,100,100,100,100,23.86769676208496,17179869184,12884901888,13580451840,11890524160
201,1770733654900,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.57249450683594,71.32101440429688,74.56900024414063,75.27581024169922,77.45773315429688,77.59577941894531,72.42927551269531,74.40434265136719,76.4041748046875,77.02015686035156,100,100,100,100,100,100,100,100,100,100,23.86769676208496,17179869184,12884901888,13576847360,11890524160
204,1770733655101,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.13941192626953,71.21210479736328,74.43556213378906,74.6228256225586,76.31300354003906,76.96688079833984,72.13246154785156,74.07342529296875,76.16339874267578,76.50041961669922,100,100,100,100,100,100,100,100,100,100,23.86769676208496,17179869184,12884901888,13561135104,11890524160
204,1770733655305,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.13941192626953,71.21210479736328,74.43556213378906,74.6228256225586,76.31300354003906,76.96688079833984,72.13246154785156,74.07342529296875,76.16339874267578,76.50041961669922,100,100,100,100,100,100,100,100,100,100,23.86769676208496,17179869184,12884901888,13561135104,11890524160
203,1770733655510,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.13941192626953,71.21210479736328,74.43556213378906,74.6228256225586,76.31300354003906,76.96688079833984,72.13246154785156,74.07342529296875,76.16339874267578,76.50041961669922,100,100,100,100,100,100,100,100,100,100,27.869781494140625,17179869184,12884901888,13561135104,11890524160
203,1770733655715,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.13941192626953,71.21210479736328,74.43556213378906,74.6228256225586,76.31300354003906,76.96688079833984,72.13246154785156,74.07342529296875,76.16339874267578,76.50041961669922,100,100,100,100,100,100,100,100,100,100,27.869781494140625,17179869184,12884901888,13587136512,11890524160
201,1770733655918,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.13941192626953,71.21210479736328,74.43556213378906,74.6228256225586,76.31300354003906,76.96688079833984,72.13246154785156,74.07342529296875,76.16339874267578,76.50041961669922,100,100,100,100,100,100,100,100,100,100,27.869781494140625,17179869184,12884901888,13596049408,11890524160
204,1770733656120,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.91124725341797,71.16151428222656,74.36363983154297,74.94062805175781,76.30787658691406,76.54618835449219,72.290283203125,74.23631286621094,75.94005584716797,76.20355224609375,100,100,100,100,100,100,100,100,100,100,27.869781494140625,17179869184,12884901888,13598031872,11890524160
207,1770733656325,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.91124725341797,71.16151428222656,74.36363983154297,74.94062805175781,76.30787658691406,76.54618835449219,72.290283203125,74.23631286621094,75.94005584716797,76.20355224609375,100,100,100,100,100,100,100,100,100,100,27.869781494140625,17179869184,12884901888,13592821760,11890524160
203,1770733656533,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.91124725341797,71.16151428222656,74.36363983154297,74.94062805175781,76.30787658691406,76.54618835449219,72.290283203125,74.23631286621094,75.94005584716797,76.20355224609375,100,100,100,100,100,100,100,100,100,100,24.874563217163086,17179869184,12884901888,13594116096,11890524160
204,1770733656736,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.91124725341797,71.16151428222656,74.36363983154297,74.94062805175781,76.30787658691406,76.54618835449219,72.290283203125,74.23631286621094,75.94005584716797,76.20355224609375,100,100,100,100,100,100,100,100,100,100,24.874563217163086,17179869184,12884901888,13593526272,11890524160
204,1770733656941,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.91124725341797,71.16151428222656,74.36363983154297,74.94062805175781,76.30787658691406,76.54618835449219,72.290283203125,74.23631286621094,75.94005584716797,76.20355224609375,100,100,100,100,100,100,100,100,100,100,24.874563217163086,17179869184,12884901888,13574799360,11890524160
200,1770733657146,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.78925323486328,71.0086898803711,73.95873260498047,74.45372772216797,75.82433319091797,75.95574951171875,72.12419128417969,73.93710327148438,75.89912414550781,76.18924713134766,100,100,100,100,100,100,100,100,100,100,24.874563217163086,17179869184,12884901888,13554958336,11890524160
202,1770733657347,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.78925323486328,71.0086898803711,73.95873260498047,74.45372772216797,75.82433319091797,75.95574951171875,72.12419128417969,73.93710327148438,75.89912414550781,76.18924713134766,100,100,100,100,100,100,100,100,100,100,24.874563217163086,17179869184,12884901888,13549993984,11890524160
204,1770733657550,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.78925323486328,71.0086898803711,73.95873260498047,74.45372772216797,75.82433319091797,75.95574951171875,72.12419128417969,73.93710327148438,75.89912414550781,76.18924713134766,100,100,100,100,100,100,100,100,100,100,25.869150161743164,17179869184,12884901888,13543817216,11890524160
202,1770733657755,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.78925323486328,71.0086898803711,73.95873260498047,74.45372772216797,75.82433319091797,75.95574951171875,72.12419128417969,73.93710327148438,75.89912414550781,76.18924713134766,100,100,100,100,100,100,100,100,100,100,25.869150161743164,17179869184,12884901888,13537443840,11890524160
203,1770733657958,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.78925323486328,71.0086898803711,73.95873260498047,74.45372772216797,75.82433319091797,75.95574951171875,72.12419128417969,73.93710327148438,75.89912414550781,76.18924713134766,100,100,100,100,100,100,100,100,100,100,25.869150161743164,17179869184,12884901888,13559021568,11890524160
201,1770733658161,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.95689392089844,70.8909683227539,74.14702606201172,74.44876098632813,75.97172546386719,76.43450927734375,71.90229797363281,73.84211730957031,75.94823455810547,76.38600158691406,100,100,100,100,100,100,100,100,100,100,25.869150161743164,17179869184,12884901888,13559021568,11890524160
201,1770733658363,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.95689392089844,70.8909683227539,74.14702606201172,74.44876098632813,75.97172546386719,76.43450927734375,71.90229797363281,73.84211730957031,75.94823455810547,76.38600158691406,100,100,100,100,100,100,100,100,100,100,25.869150161743164,17179869184,12884901888,13559021568,11890524160
204,1770733658564,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.95689392089844,70.8909683227539,74.14702606201172,74.44876098632813,75.97172546386719,76.43450927734375,71.90229797363281,73.84211730957031,75.94823455810547,76.38600158691406,100,100,100,100,100,100,100,100,100,100,25.03260040283203,17179869184,12884901888,13559021568,11890524160
204,1770733658769,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.95689392089844,70.8909683227539,74.14702606201172,74.44876098632813,75.97172546386719,76.43450927734375,71.90229797363281,73.84211730957031,75.94823455810547,76.38600158691406,100,100,100,100,100,100,100,100,100,100,25.03260040283203,17179869184,12884901888,13559332864,11890524160
201,1770733658974,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.95689392089844,70.8909683227539,74.14702606201172,74.44876098632813,75.97172546386719,76.43450927734375,71.90229797363281,73.84211730957031,75.94823455810547,76.38600158691406,100,100,100,100,100,100,100,100,100,100,25.03260040283203,17179869184,12884901888,13556465664,11890524160
203,1770733659176,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.25667572021484,71.22622680664063,74.19508361816406,74.28340911865234,76.99242401123047,77.23664093017578,71.84170532226563,73.97575378417969,76.08419036865234,76.5230712890625,100,100,100,100,100,100,100,100,100,100,25.03260040283203,17179869184,12884901888,13551583232,11890524160
201,1770733659379,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.25667572021484,71.22622680664063,74.19508361816406,74.28340911865234,76.99242401123047,77.23664093017578,71.84170532226563,73.97575378417969,76.08419036865234,76.5230712890625,100,100,100,100,100,100,100,100,100,100,25.03260040283203,17179869184,12884901888,13546012672,11890524160
206,1770733659581,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.25667572021484,71.22622680664063,74.19508361816406,74.28340911865234,76.99242401123047,77.23664093017578,71.84170532226563,73.97575378417969,76.08419036865234,76.5230712890625,100,100,100,100,100,100,100,100,100,100,26.66232681274414,17179869184,12884901888,13541326848,11890524160
201,1770733659787,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.25667572021484,71.22622680664063,74.19508361816406,74.28340911865234,76.99242401123047,77.23664093017578,71.84170532226563,73.97575378417969,76.08419036865234,76.5230712890625,100,100,100,100,100,100,100,100,100,100,26.66232681274414,17179869184,12884901888,13519634432,11890524160
203,1770733659989,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.25667572021484,71.22622680664063,74.19508361816406,74.28340911865234,76.99242401123047,77.23664093017578,71.84170532226563,73.97575378417969,76.08419036865234,76.5230712890625,100,100,100,100,100,100,100,100,100,100,26.66232681274414,17179869184,12884901888,13522010112,11890524160
202,1770733660192,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.05369567871094,70.96037292480469,74.55817413330078,74.7137222290039,76.58885192871094,76.75680541992188,71.95350646972656,73.95675659179688,76.0904541015625,76.26081085205078,100,100,100,100,100,100,100,100,100,100,26.66232681274414,17179869184,12884901888,13514227712,11890524160
207,1770733660395,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.05369567871094,70.96037292480469,74.55817413330078,74.7137222290039,76.58885192871094,76.75680541992188,71.95350646972656,73.95675659179688,76.0904541015625,76.26081085205078,100,100,100,100,100,100,100,100,100,100,26.66232681274414,17179869184,12884901888,13532053504,11890524160
201,1770733660603,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.05369567871094,70.96037292480469,74.55817413330078,74.7137222290039,76.58885192871094,76.75680541992188,71.95350646972656,73.95675659179688,76.0904541015625,76.26081085205078,100,100,100,100,100,100,100,100,100,100,25.806631088256836,17179869184,12884901888,13547962368,11890524160
203,1770733660804,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.05369567871094,70.96037292480469,74.55817413330078,74.7137222290039,76.58885192871094,76.75680541992188,71.95350646972656,73.95675659179688,76.0904541015625,76.26081085205078,100,100,100,100,100,100,100,100,100,100,25.806631088256836,17179869184,12884901888,13551239168,11890524160
204,1770733661008,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,74.05369567871094,70.96037292480469,74.55817413330078,74.7137222290039,76.58885192871094,76.75680541992188,71.95350646972656,73.95675659179688,76.0904541015625,76.26081085205078,100,100,100,100,100,100,100,100,100,100,25.806631088256836,17179869184,12884901888,13547175936,11890524160
204,1770733661213,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.69810485839844,70.94134521484375,73.7412109375,73.91650390625,76.09404754638672,75.90792083740234,71.72970581054688,73.5562744140625,75.8430404663086,76.03670501708984,100,100,100,100,100,100,100,100,100,100,25.806631088256836,17179869184,12884901888,13547667456,11890524160
9,1770733661418,3228,3228,3228,3228,3228,3228,3228,3228,3228,3228,73.69810485839844,70.94134521484375,73.7412109375,73.91650390625,76.09404754638672,75.90792083740234,71.72970581054688,73.5562744140625,75.8430404663086,76.03670501708984,100,100,80,80,73.68421173095703,70,55,42.85714340209961,35,25,25.806631088256836,17179869184,12884901888,13572177920,11890524160
